,TaskTypeID,SubTaskTypeID,AppointmentStatus,LanguageID,ForcedAppointment,SameDayAsApplied,LobbyBureauID,DayNumberOfWeek,DayNumberOfMonth,AppHour,Attempts,Reschedules,NoShows
9642,162,210,1,1,0,0.0,2,5.0,16.0,10,1.0,0.0,0.0
9644,162,209,1,1,0,0.0,3,2.0,12.0,8,0.0,0.0,0.0
9645,162,210,1,1,0,0.0,2,3.0,7.0,8,1.0,2.0,2.0
9646,162,209,0,1,0,0.0,4,1.0,30.0,13,0.0,0.0,1.0
9647,162,209,1,9,0,0.0,7,3.0,10.0,9,0.0,1.0,1.0
9648,162,209,1,1,0,0.0,5,4.0,8.0,13,0.0,0.0,0.0
9649,162,210,1,1,0,0.0,2,5.0,27.0,14,1.0,1.0,1.0
9650,162,209,1,1,0,0.0,7,2.0,25.0,14,0.0,1.0,1.0
9652,162,209,1,1,0,0.0,1,1.0,6.0,13,0.0,0.0,0.0
9653,162,209,1,1,0,0.0,1,3.0,13.0,10,0.0,0.0,0.0
9654,162,209,0,1,0,0.0,1,2.0,3.0,13,0.0,1.0,2.0
9656,162,210,1,1,0,0.0,2,1.0,22.0,7,1.0,1.0,0.0
9657,162,209,0,1,0,0.0,7,5.0,22.0,13,0.0,0.0,1.0
9658,162,210,1,1,0,0.0,2,3.0,5.0,8,1.0,0.0,0.0
9660,162,209,1,1,0,0.0,1,2.0,4.0,12,0.0,0.0,0.0
9661,162,209,1,1,1,0.0,5,4.0,11.0,9,0.0,2.0,2.0
9662,162,209,1,1,0,0.0,5,5.0,28.0,8,0.0,0.0,0.0
9663,162,209,1,1,0,0.0,5,3.0,14.0,9,0.0,0.0,0.0
9664,162,209,0,1,0,0.0,2,3.0,29.0,13,0.0,0.0,1.0
9666,162,209,0,1,0,0.0,1,3.0,3.0,13,0.0,0.0,1.0
9667,162,209,1,1,0,0.0,4,1.0,18.0,9,0.0,0.0,0.0
9669,162,209,0,1,0,0.0,1,3.0,19.0,9,0.0,1.0,2.0
9670,162,209,1,1,0,0.0,8,2.0,23.0,9,0.0,0.0,0.0
9671,162,209,1,1,0,0.0,1,1.0,5.0,9,0.0,0.0,0.0
9673,162,209,1,1,0,0.0,4,5.0,13.0,14,0.0,0.0,0.0
9674,162,209,0,1,0,0.0,7,1.0,1.0,13,0.0,1.0,2.0
9675,162,209,1,1,0,0.0,5,4.0,4.0,13,0.0,0.0,0.0
9676,162,209,1,1,0,0.0,7,3.0,17.0,8,0.0,0.0,0.0
9677,162,209,1,1,0,0.0,1,5.0,31.0,12,0.0,0.0,0.0
9678,162,210,1,1,0,0.0,2,1.0,17.0,14,2.0,0.0,0.0
9679,162,210,1,1,0,0.0,2,1.0,23.0,13,2.0,0.0,0.0
9680,162,210,1,1,0,0.0,2,1.0,9.0,12,0.0,1.0,1.0
9681,162,210,1,1,0,0.0,2,4.0,13.0,10,1.0,0.0,0.0
9683,162,210,1,1,0,0.0,6,2.0,27.0,14,1.0,2.0,0.0
9685,162,210,1,1,0,0.0,2,1.0,26.0,8,1.0,0.0,0.0
9686,162,209,0,6,0,0.0,5,2.0,11.0,11,0.0,0.0,1.0
9687,162,209,1,1,1,0.0,7,5.0,6.0,8,0.0,0.0,0.0
9688,162,209,1,1,0,1.0,8,3.0,3.0,9,0.0,0.0,0.0
9689,162,210,0,1,0,0.0,2,3.0,5.0,13,2.0,1.0,2.0
9690,162,210,0,8,0,0.0,2,2.0,25.0,14,2.0,0.0,1.0
9691,162,209,0,1,0,0.0,5,3.0,14.0,13,0.0,0.0,1.0
9692,162,210,1,1,0,0.0,2,3.0,5.0,8,0.0,0.0,1.0
9694,162,209,0,1,0,0.0,3,3.0,15.0,11,0.0,1.0,2.0
9696,162,209,1,1,0,0.0,1,1.0,27.0,14,0.0,0.0,0.0
9698,162,209,1,1,0,0.0,1,3.0,5.0,13,0.0,0.0,0.0
9700,162,210,0,1,0,0.0,2,4.0,26.0,13,2.0,0.0,1.0
9701,162,209,1,1,0,0.0,5,4.0,26.0,9,0.0,0.0,0.0
9702,162,209,1,1,0,0.0,5,1.0,24.0,8,0.0,0.0,0.0
9703,162,210,1,1,0,0.0,2,5.0,17.0,10,1.0,0.0,0.0
9704,162,209,1,1,0,0.0,7,2.0,19.0,8,0.0,2.0,2.0
9705,162,210,0,1,0,0.0,1,3.0,14.0,14,2.0,1.0,2.0
9706,162,209,1,1,0,0.0,3,1.0,18.0,9,0.0,6.0,5.0
9707,162,210,1,1,0,0.0,2,5.0,22.0,13,0.0,0.0,0.0
9708,162,210,1,1,0,0.0,2,2.0,20.0,8,1.0,0.0,0.0
9709,162,209,1,1,0,0.0,1,2.0,4.0,12,0.0,0.0,0.0
9710,162,210,1,1,0,0.0,7,3.0,19.0,9,1.0,0.0,0.0
9711,162,210,1,9,0,0.0,2,2.0,31.0,13,1.0,0.0,0.0
9712,162,210,1,1,0,0.0,2,2.0,17.0,7,0.0,0.0,0.0
9713,162,210,1,1,0,0.0,2,5.0,7.0,13,1.0,1.0,1.0
9716,162,209,1,1,0,0.0,1,4.0,8.0,13,0.0,0.0,0.0
9717,162,209,1,3,0,0.0,3,5.0,22.0,8,0.0,0.0,0.0
9718,162,210,1,1,0,0.0,2,4.0,25.0,8,1.0,0.0,0.0
9719,162,210,1,1,0,0.0,7,2.0,10.0,11,0.0,0.0,0.0
9721,162,210,1,1,0,0.0,2,2.0,18.0,8,1.0,0.0,0.0
9722,162,210,1,1,0,0.0,3,5.0,22.0,9,0.0,0.0,0.0
9724,162,210,1,1,0,0.0,6,4.0,27.0,8,1.0,0.0,0.0
9726,162,210,0,1,0,0.0,2,4.0,16.0,8,2.0,0.0,1.0
9727,162,209,1,1,0,1.0,5,2.0,23.0,13,0.0,0.0,0.0
9728,162,209,1,1,0,0.0,1,2.0,17.0,10,0.0,0.0,0.0
9730,162,209,0,1,0,0.0,5,2.0,19.0,11,0.0,0.0,1.0
9731,162,210,1,1,0,0.0,2,4.0,11.0,8,1.0,0.0,0.0
9732,162,210,0,1,0,0.0,2,4.0,25.0,8,2.0,0.0,1.0
9734,162,210,0,1,0,0.0,2,5.0,15.0,13,0.0,0.0,1.0
9735,162,210,0,1,0,0.0,2,4.0,26.0,13,2.0,0.0,1.0
9736,162,210,1,1,0,0.0,6,5.0,9.0,9,1.0,0.0,0.0
9737,162,209,1,1,0,0.0,3,1.0,9.0,9,0.0,1.0,1.0
9738,162,209,1,13,0,0.0,4,3.0,8.0,9,0.0,1.0,0.0
9739,162,210,0,1,0,0.0,2,3.0,21.0,10,2.0,0.0,1.0
9740,162,209,0,1,0,0.0,1,2.0,9.0,10,0.0,1.0,1.0
9741,162,209,1,8,0,0.0,6,1.0,9.0,9,0.0,0.0,0.0
9742,162,209,1,1,0,0.0,1,1.0,25.0,10,0.0,2.0,1.0
9743,162,210,1,1,0,0.0,7,4.0,19.0,14,0.0,0.0,0.0
9744,162,209,1,1,0,0.0,1,5.0,3.0,13,0.0,0.0,0.0
9746,162,209,0,18,0,0.0,1,3.0,21.0,13,0.0,1.0,2.0
9747,162,209,1,9,0,0.0,7,2.0,20.0,14,0.0,0.0,0.0
9748,162,209,1,1,0,0.0,8,3.0,15.0,9,0.0,0.0,0.0
9749,162,210,1,1,0,0.0,6,2.0,19.0,13,0.0,0.0,0.0
9750,162,210,0,1,0,0.0,5,4.0,4.0,9,2.0,0.0,1.0
9751,162,209,0,1,0,0.0,2,2.0,31.0,12,0.0,0.0,1.0
9753,162,209,1,1,0,0.0,7,3.0,29.0,13,0.0,0.0,0.0
9754,162,210,1,1,0,0.0,2,4.0,8.0,15,1.0,0.0,0.0
9755,162,210,1,1,0,0.0,2,5.0,22.0,14,0.0,0.0,0.0
9756,162,210,1,1,0,0.0,6,1.0,10.0,8,1.0,0.0,0.0
9757,162,210,1,1,0,0.0,2,2.0,21.0,10,1.0,0.0,0.0
9758,162,209,0,1,0,0.0,7,5.0,2.0,13,0.0,0.0,1.0
9760,162,210,1,1,0,0.0,6,1.0,16.0,8,0.0,0.0,0.0
9762,162,209,1,1,0,0.0,1,2.0,14.0,14,0.0,0.0,0.0
9763,162,209,1,1,0,0.0,7,5.0,29.0,8,0.0,0.0,0.0
9765,162,209,1,1,0,0.0,1,2.0,17.0,13,0.0,0.0,0.0
9766,162,210,0,1,0,0.0,7,5.0,19.0,8,2.0,0.0,1.0
9767,162,209,1,1,0,0.0,1,3.0,25.0,9,0.0,0.0,0.0
9768,162,209,1,8,0,0.0,2,1.0,3.0,14,0.0,0.0,0.0
9769,162,209,1,1,0,0.0,7,5.0,28.0,8,0.0,0.0,0.0
9771,162,209,1,1,0,0.0,1,5.0,14.0,12,0.0,0.0,0.0
9773,162,209,0,1,0,0.0,1,3.0,26.0,10,0.0,1.0,2.0
9774,162,210,1,1,0,0.0,2,3.0,7.0,15,1.0,0.0,0.0
9775,162,210,0,1,0,0.0,6,1.0,27.0,8,2.0,0.0,1.0
9776,162,210,1,1,0,0.0,2,4.0,1.0,15,1.0,0.0,0.0
9777,162,209,1,1,0,0.0,6,4.0,23.0,13,0.0,0.0,0.0
9778,162,209,1,1,0,0.0,1,5.0,2.0,13,0.0,0.0,0.0
9779,162,210,1,1,0,0.0,2,5.0,30.0,10,1.0,0.0,0.0
9780,162,209,1,1,0,0.0,6,2.0,28.0,13,0.0,0.0,0.0
9782,162,209,0,1,0,0.0,1,4.0,27.0,9,0.0,0.0,1.0
9784,162,209,1,1,0,0.0,7,3.0,11.0,13,0.0,0.0,0.0
9785,162,209,1,17,1,0.0,4,1.0,23.0,14,0.0,2.0,0.0
9786,162,210,1,1,0,0.0,6,3.0,10.0,11,1.0,0.0,0.0
9789,162,209,1,1,0,0.0,1,2.0,16.0,8,0.0,0.0,0.0
9790,162,210,1,1,0,0.0,4,2.0,16.0,8,1.0,0.0,0.0
9791,162,210,1,1,0,0.0,2,2.0,20.0,13,1.0,0.0,0.0
9792,162,210,1,1,0,0.0,2,5.0,21.0,8,1.0,0.0,0.0
9793,162,209,1,18,0,0.0,2,5.0,3.0,12,0.0,0.0,0.0
9794,162,209,1,1,0,1.0,2,5.0,21.0,13,0.0,0.0,0.0
9795,162,210,1,3,0,0.0,2,2.0,27.0,13,1.0,0.0,0.0
9796,162,210,1,1,0,0.0,7,2.0,18.0,8,1.0,0.0,0.0
9797,162,210,1,1,0,0.0,2,1.0,1.0,13,1.0,0.0,1.0
9799,162,210,1,1,0,0.0,3,4.0,15.0,8,1.0,0.0,0.0
9800,162,210,0,1,0,0.0,2,2.0,10.0,13,0.0,0.0,1.0
9803,162,210,1,1,0,0.0,7,5.0,10.0,14,2.0,0.0,0.0
9804,162,209,1,1,0,0.0,1,2.0,13.0,12,0.0,0.0,0.0
9805,162,210,0,8,0,0.0,6,4.0,26.0,9,1.0,0.0,1.0
9806,162,209,1,1,1,0.0,1,5.0,30.0,14,0.0,1.0,1.0
9807,162,210,1,1,0,0.0,2,5.0,14.0,10,1.0,0.0,0.0
9808,162,210,0,1,0,0.0,2,4.0,9.0,12,2.0,0.0,1.0
9810,162,209,1,1,0,0.0,1,2.0,24.0,10,0.0,0.0,0.0
9811,162,209,1,1,1,0.0,1,4.0,23.0,9,0.0,1.0,1.0
9812,162,209,1,1,0,1.0,7,4.0,11.0,13,0.0,0.0,0.0
9814,162,210,1,1,0,0.0,2,2.0,9.0,14,1.0,0.0,0.0
9815,162,210,1,1,0,0.0,4,4.0,4.0,9,1.0,0.0,0.0
9817,162,209,0,1,0,0.0,1,2.0,14.0,12,0.0,0.0,1.0
9818,162,210,1,1,0,0.0,2,4.0,6.0,15,1.0,0.0,0.0
9819,162,210,1,1,0,0.0,5,5.0,20.0,14,0.0,0.0,0.0
9820,162,210,1,8,0,0.0,7,3.0,7.0,8,1.0,0.0,0.0
9821,162,210,1,1,0,0.0,2,4.0,21.0,12,0.0,0.0,0.0
9822,162,209,1,1,0,0.0,7,2.0,31.0,9,0.0,0.0,0.0
9824,162,209,0,1,0,0.0,2,3.0,18.0,13,0.0,0.0,1.0
9825,162,209,1,1,0,1.0,4,4.0,29.0,14,0.0,0.0,0.0
9826,162,209,1,1,0,0.0,4,2.0,25.0,14,0.0,0.0,0.0
9827,162,210,1,1,0,0.0,2,5.0,20.0,13,0.0,0.0,0.0
9828,162,209,1,1,0,0.0,6,4.0,19.0,8,0.0,0.0,0.0
9829,162,210,1,1,0,1.0,7,5.0,28.0,13,1.0,0.0,0.0
9830,162,209,1,1,0,0.0,1,1.0,2.0,12,0.0,0.0,0.0
9831,162,210,0,1,0,0.0,6,4.0,23.0,13,2.0,0.0,1.0
9832,162,209,1,8,0,0.0,3,3.0,11.0,8,0.0,0.0,0.0
9833,162,209,1,1,0,0.0,4,5.0,13.0,9,0.0,0.0,0.0
9834,162,209,0,1,0,0.0,2,4.0,4.0,15,0.0,0.0,1.0
9835,162,209,0,1,0,0.0,5,4.0,23.0,9,0.0,0.0,1.0
9836,162,209,1,1,0,0.0,7,5.0,24.0,13,0.0,0.0,0.0
9837,162,210,0,1,0,0.0,2,3.0,15.0,14,1.0,1.0,2.0
9838,162,209,1,1,0,0.0,7,2.0,28.0,11,0.0,1.0,1.0
9839,162,209,0,1,0,0.0,1,1.0,13.0,8,0.0,0.0,1.0
9841,162,210,1,1,0,0.0,1,1.0,26.0,9,1.0,0.0,0.0
9842,162,209,1,1,0,0.0,7,1.0,22.0,13,0.0,0.0,0.0
9843,162,209,1,1,0,0.0,4,3.0,29.0,13,0.0,1.0,0.0
9845,162,210,1,1,0,0.0,4,1.0,15.0,14,1.0,0.0,0.0
9846,162,209,1,1,0,0.0,2,2.0,21.0,14,0.0,0.0,0.0
9847,162,209,0,1,0,0.0,6,3.0,20.0,8,0.0,0.0,1.0
9849,162,209,1,8,0,1.0,8,1.0,19.0,13,0.0,0.0,0.0
9850,162,209,1,1,0,0.0,1,1.0,16.0,12,0.0,0.0,0.0
9853,162,209,1,1,1,0.0,2,2.0,10.0,14,0.0,0.0,0.0
9854,162,209,1,1,0,0.0,5,4.0,1.0,9,0.0,1.0,0.0
9855,162,209,1,1,0,0.0,5,3.0,8.0,13,0.0,0.0,0.0
9856,162,210,0,1,0,0.0,2,2.0,10.0,13,0.0,0.0,1.0
9857,162,210,1,1,0,0.0,3,4.0,27.0,8,1.0,0.0,0.0
9858,162,209,1,1,1,0.0,6,4.0,11.0,14,0.0,0.0,0.0
9859,162,209,1,1,0,0.0,1,3.0,25.0,12,0.0,0.0,0.0
9860,162,209,1,1,0,0.0,5,4.0,14.0,14,0.0,2.0,2.0
9861,162,210,1,1,0,0.0,2,1.0,16.0,15,0.0,0.0,0.0
9863,162,210,1,1,0,0.0,7,3.0,5.0,8,1.0,0.0,0.0
9864,162,209,1,1,0,0.0,4,2.0,18.0,8,0.0,0.0,0.0
9865,162,209,1,1,0,0.0,7,2.0,25.0,9,0.0,0.0,0.0
9866,162,209,0,1,0,0.0,4,4.0,8.0,8,0.0,0.0,1.0
9868,162,209,1,1,0,0.0,5,2.0,23.0,9,0.0,1.0,0.0
9870,162,209,1,17,0,0.0,5,2.0,18.0,14,0.0,0.0,0.0
9871,162,209,1,1,0,0.0,6,1.0,30.0,8,0.0,0.0,0.0
9872,162,209,1,1,0,0.0,1,4.0,28.0,13,0.0,0.0,0.0
9873,162,209,0,1,0,0.0,4,2.0,2.0,8,0.0,0.0,1.0
9874,162,209,1,1,0,0.0,1,3.0,27.0,8,0.0,0.0,0.0
9875,162,210,1,1,0,0.0,7,5.0,3.0,9,1.0,0.0,0.0
9876,162,209,1,1,0,0.0,2,2.0,17.0,7,0.0,3.0,2.0
9877,162,210,1,1,0,0.0,2,3.0,12.0,13,1.0,0.0,0.0
9878,162,210,0,1,0,0.0,6,2.0,11.0,13,2.0,0.0,1.0
9879,162,210,1,1,0,0.0,5,5.0,29.0,9,0.0,0.0,0.0
9880,162,210,0,1,0,0.0,2,4.0,6.0,12,2.0,0.0,1.0
9881,162,209,0,1,0,0.0,1,2.0,18.0,15,0.0,0.0,1.0
9882,162,210,0,1,0,0.0,2,2.0,4.0,12,2.0,0.0,1.0
9883,162,209,0,1,1,0.0,5,1.0,9.0,8,0.0,0.0,1.0
9886,162,210,1,1,0,0.0,7,1.0,25.0,13,0.0,0.0,0.0
9888,162,209,1,1,0,0.0,1,2.0,11.0,15,0.0,0.0,0.0
9890,162,210,1,1,0,0.0,2,2.0,4.0,13,1.0,1.0,1.0
9891,162,209,1,1,0,0.0,1,1.0,13.0,9,0.0,0.0,0.0
9893,162,209,1,1,0,0.0,5,4.0,29.0,14,0.0,0.0,0.0
9894,162,210,1,1,0,0.0,3,5.0,31.0,14,1.0,0.0,0.0
9896,162,210,1,1,0,0.0,7,2.0,3.0,11,0.0,0.0,0.0
9897,162,209,1,1,0,0.0,1,2.0,7.0,13,0.0,0.0,0.0
9898,162,209,1,17,0,0.0,5,2.0,25.0,8,0.0,0.0,0.0
9899,162,210,1,1,0,0.0,2,1.0,9.0,8,0.0,0.0,0.0
9900,162,210,1,1,0,0.0,2,1.0,9.0,8,0.0,0.0,0.0
9901,162,209,1,1,0,0.0,6,2.0,2.0,9,0.0,0.0,0.0
9902,162,210,0,1,0,0.0,2,5.0,7.0,13,2.0,0.0,1.0
9903,162,209,0,1,0,0.0,1,1.0,17.0,9,0.0,0.0,1.0
9904,162,210,1,1,0,0.0,2,4.0,19.0,8,0.0,0.0,0.0
9905,162,210,1,1,0,0.0,2,5.0,20.0,12,0.0,1.0,1.0
9906,162,209,0,1,0,0.0,1,1.0,18.0,13,0.0,3.0,3.0
9907,162,209,1,1,0,0.0,1,5.0,2.0,10,0.0,1.0,1.0
9908,162,210,1,1,0,0.0,3,2.0,16.0,8,1.0,0.0,0.0
9909,162,209,0,1,0,0.0,5,3.0,12.0,8,0.0,0.0,1.0
9910,162,209,0,1,0,0.0,5,2.0,16.0,14,0.0,0.0,1.0
9911,162,209,1,1,0,0.0,2,3.0,17.0,8,0.0,0.0,0.0
9912,162,209,0,1,0,0.0,2,4.0,27.0,15,0.0,0.0,1.0
9913,162,209,1,1,0,0.0,7,4.0,18.0,9,0.0,3.0,2.0
9914,162,210,1,1,0,0.0,3,1.0,3.0,9,1.0,0.0,0.0
9915,162,209,1,1,0,0.0,1,1.0,3.0,10,0.0,0.0,0.0
9916,162,209,0,1,0,0.0,1,4.0,2.0,14,0.0,0.0,1.0
9917,162,209,1,1,0,0.0,1,2.0,16.0,8,0.0,3.0,0.0
9919,162,209,1,1,0,0.0,1,3.0,17.0,9,0.0,0.0,0.0
9920,162,209,1,1,0,0.0,5,3.0,22.0,8,0.0,0.0,0.0
9922,162,210,1,1,0,0.0,7,5.0,19.0,8,1.0,0.0,0.0
9924,162,209,1,1,0,0.0,7,4.0,18.0,13,0.0,2.0,0.0
9925,162,209,0,1,0,0.0,1,5.0,10.0,10,0.0,1.0,2.0
9926,162,210,1,1,0,0.0,2,1.0,19.0,8,1.0,0.0,0.0
9927,162,210,1,1,0,0.0,2,5.0,8.0,12,0.0,0.0,0.0
9928,162,210,0,1,0,0.0,3,2.0,16.0,8,2.0,0.0,1.0
9929,162,210,1,1,0,1.0,2,3.0,14.0,13,1.0,0.0,0.0
9930,162,209,0,1,0,0.0,1,3.0,1.0,8,0.0,0.0,1.0
9931,162,209,1,1,0,0.0,1,4.0,11.0,13,0.0,0.0,0.0
9934,162,209,1,1,0,0.0,7,5.0,30.0,8,0.0,1.0,0.0
9935,162,211,1,8,0,0.0,3,5.0,28.0,9,0.0,0.0,0.0
9937,162,209,1,1,0,0.0,2,3.0,17.0,15,0.0,0.0,0.0
9939,162,209,1,1,0,0.0,3,4.0,16.0,9,0.0,0.0,0.0
9941,162,209,1,8,0,1.0,4,1.0,29.0,13,0.0,0.0,0.0
9942,162,209,1,1,0,0.0,1,3.0,11.0,15,0.0,0.0,0.0
9943,162,209,1,7,0,0.0,5,2.0,14.0,14,0.0,0.0,0.0
9944,162,210,1,1,0,0.0,2,4.0,15.0,12,1.0,0.0,0.0
9945,162,209,1,1,0,0.0,1,4.0,6.0,9,0.0,0.0,0.0
9946,162,209,0,1,0,0.0,7,4.0,30.0,9,0.0,1.0,2.0
9947,162,209,0,1,0,0.0,7,3.0,22.0,13,0.0,0.0,1.0
9948,162,209,1,1,0,1.0,1,3.0,1.0,10,0.0,0.0,0.0
9949,162,209,1,1,0,0.0,1,2.0,18.0,13,0.0,0.0,0.0
9950,162,210,1,1,0,0.0,2,4.0,20.0,14,1.0,0.0,0.0
9951,162,210,1,1,0,0.0,2,2.0,10.0,7,0.0,1.0,1.0
9952,162,209,1,1,0,0.0,4,4.0,21.0,14,0.0,0.0,0.0
9954,162,209,1,1,0,0.0,5,2.0,3.0,9,0.0,0.0,0.0
9955,162,209,1,1,0,0.0,7,4.0,12.0,14,0.0,0.0,0.0
9956,162,210,1,1,0,0.0,7,5.0,17.0,13,1.0,0.0,0.0
9957,162,209,1,1,1,1.0,4,2.0,4.0,14,0.0,1.0,0.0
9958,162,210,1,7,0,0.0,2,2.0,28.0,7,1.0,0.0,0.0
9959,162,209,1,1,0,0.0,1,5.0,14.0,12,0.0,0.0,0.0
9961,162,209,0,1,0,0.0,2,5.0,29.0,13,0.0,0.0,1.0
9962,162,210,1,1,0,0.0,2,3.0,31.0,12,1.0,0.0,0.0
9963,162,209,0,1,0,0.0,1,1.0,13.0,14,0.0,0.0,1.0
9964,162,209,1,1,0,0.0,1,2.0,13.0,13,0.0,1.0,0.0
9965,162,210,1,8,0,0.0,2,2.0,20.0,13,2.0,0.0,0.0
9967,162,209,1,1,0,0.0,7,2.0,13.0,8,0.0,0.0,0.0
9968,162,209,1,1,0,0.0,3,3.0,15.0,8,0.0,0.0,0.0
9969,162,209,0,1,0,0.0,5,5.0,28.0,14,0.0,1.0,2.0
9970,162,210,0,1,0,0.0,2,1.0,15.0,14,2.0,0.0,1.0
9971,162,209,1,1,0,0.0,1,3.0,24.0,12,0.0,0.0,0.0
9972,162,210,1,1,0,0.0,2,2.0,6.0,15,1.0,1.0,0.0
9973,162,209,0,1,0,0.0,2,4.0,9.0,14,0.0,0.0,1.0
9974,162,209,1,1,0,0.0,1,5.0,13.0,9,0.0,0.0,0.0
9976,162,209,1,1,0,0.0,6,3.0,5.0,14,0.0,0.0,0.0
9977,162,210,0,1,0,0.0,2,2.0,17.0,12,0.0,0.0,1.0
9978,162,209,0,1,0,0.0,7,3.0,24.0,8,0.0,0.0,1.0
9979,162,210,1,1,0,0.0,7,5.0,27.0,14,1.0,0.0,0.0
9982,162,209,0,1,0,0.0,1,2.0,21.0,10,0.0,0.0,1.0
9983,162,209,1,1,0,0.0,1,3.0,1.0,12,0.0,1.0,1.0
9985,162,210,0,1,0,0.0,6,2.0,9.0,8,2.0,0.0,1.0
9986,162,209,0,1,0,0.0,7,2.0,10.0,14,0.0,0.0,1.0
9987,162,210,1,1,0,0.0,7,2.0,6.0,8,1.0,0.0,0.0
9988,162,210,1,1,0,0.0,3,4.0,23.0,9,1.0,0.0,0.0
9989,162,209,1,9,0,0.0,7,1.0,10.0,13,0.0,0.0,0.0
9991,162,209,1,1,0,0.0,3,4.0,9.0,13,0.0,1.0,1.0
9992,162,209,1,1,0,0.0,7,5.0,26.0,13,0.0,0.0,0.0
9993,162,209,1,1,0,0.0,1,2.0,16.0,14,0.0,0.0,0.0
9994,162,209,1,1,0,0.0,5,4.0,21.0,9,0.0,0.0,0.0
9996,162,210,1,1,0,0.0,2,2.0,26.0,14,0.0,1.0,0.0
9998,162,209,0,1,0,0.0,1,3.0,26.0,14,0.0,0.0,1.0
10000,162,210,1,1,0,0.0,2,1.0,9.0,13,0.0,0.0,0.0
10002,162,210,1,1,0,0.0,2,3.0,25.0,15,1.0,0.0,0.0
10003,162,209,1,1,0,0.0,1,2.0,26.0,10,0.0,0.0,0.0
10004,162,209,1,8,0,0.0,5,5.0,27.0,14,0.0,0.0,0.0
10005,162,209,1,1,0,0.0,5,2.0,6.0,8,0.0,0.0,0.0
10006,162,210,0,1,0,0.0,2,3.0,29.0,7,2.0,0.0,1.0
10007,162,210,1,1,0,0.0,2,2.0,7.0,12,1.0,0.0,0.0
10008,162,210,1,1,0,0.0,2,4.0,2.0,8,1.0,0.0,0.0
10009,162,210,1,1,0,0.0,3,4.0,15.0,9,1.0,0.0,0.0
10010,162,209,1,1,0,0.0,1,3.0,18.0,14,0.0,0.0,0.0
10015,162,210,1,1,0,0.0,2,3.0,21.0,7,0.0,0.0,0.0
10016,162,209,1,1,0,0.0,1,2.0,21.0,12,0.0,0.0,0.0
10017,162,209,1,1,0,0.0,3,2.0,31.0,9,0.0,0.0,0.0
10018,162,209,1,1,0,0.0,1,2.0,4.0,14,0.0,0.0,0.0
10019,162,210,1,1,0,0.0,2,3.0,18.0,13,0.0,0.0,1.0
10020,162,209,0,1,0,0.0,7,3.0,13.0,9,0.0,1.0,2.0
10021,162,210,0,1,0,0.0,2,5.0,30.0,13,2.0,0.0,1.0
10022,162,209,1,1,0,0.0,1,1.0,17.0,14,0.0,0.0,0.0
10023,162,209,1,1,0,0.0,3,1.0,18.0,13,0.0,1.0,1.0
10024,162,210,1,1,0,0.0,6,4.0,18.0,9,1.0,0.0,0.0
10026,162,210,1,8,0,0.0,3,5.0,3.0,13,1.0,0.0,0.0
10027,162,209,0,1,0,0.0,5,3.0,31.0,8,0.0,0.0,1.0
10028,162,210,1,1,0,0.0,7,3.0,11.0,13,0.0,0.0,0.0
10029,162,209,1,1,0,0.0,2,2.0,25.0,14,0.0,0.0,0.0
10031,162,209,1,1,0,0.0,1,4.0,6.0,12,0.0,1.0,1.0
10032,162,209,1,1,0,0.0,3,4.0,16.0,9,0.0,0.0,0.0
10034,162,210,1,1,0,0.0,2,1.0,3.0,15,1.0,1.0,1.0
10035,162,210,0,1,0,0.0,2,5.0,15.0,8,0.0,0.0,1.0
10036,162,209,1,1,0,0.0,1,5.0,26.0,10,0.0,0.0,0.0
10037,162,209,1,1,0,0.0,7,4.0,6.0,13,0.0,1.0,1.0
10038,162,209,0,1,0,0.0,1,2.0,23.0,10,0.0,2.0,2.0
10039,162,210,1,1,0,0.0,2,2.0,9.0,7,1.0,1.0,1.0
10040,162,209,0,1,0,0.0,4,4.0,20.0,9,0.0,0.0,1.0
10041,162,209,1,1,0,0.0,3,2.0,7.0,14,0.0,0.0,0.0
10042,162,210,1,1,0,0.0,2,5.0,10.0,14,1.0,0.0,0.0
10043,162,210,1,1,0,0.0,3,2.0,10.0,11,0.0,1.0,0.0
10045,162,210,0,1,0,0.0,2,4.0,19.0,10,0.0,0.0,1.0
10046,162,210,1,8,0,0.0,2,3.0,5.0,8,1.0,1.0,1.0
10047,162,209,0,1,0,0.0,1,5.0,26.0,12,0.0,0.0,1.0
10048,162,209,1,1,0,0.0,1,1.0,27.0,8,0.0,0.0,0.0
10049,162,209,1,1,0,0.0,5,4.0,20.0,8,0.0,0.0,0.0
10051,162,210,1,1,0,0.0,2,4.0,8.0,13,1.0,0.0,0.0
10052,162,210,0,1,0,0.0,2,4.0,6.0,10,2.0,0.0,2.0
10053,162,209,1,1,0,0.0,1,2.0,31.0,14,0.0,0.0,0.0
10054,162,209,1,1,0,0.0,5,1.0,6.0,8,0.0,0.0,0.0
10055,162,209,1,1,0,0.0,1,5.0,14.0,12,0.0,1.0,1.0
10058,162,210,0,1,0,0.0,4,5.0,20.0,8,0.0,0.0,1.0
10059,162,209,1,1,0,0.0,4,2.0,4.0,13,0.0,1.0,1.0
10060,162,210,1,1,0,0.0,2,3.0,12.0,10,1.0,0.0,0.0
10061,162,210,0,1,0,0.0,2,5.0,3.0,13,2.0,0.0,1.0
10062,162,209,1,1,0,0.0,1,5.0,29.0,13,0.0,0.0,0.0
