,TaskTypeID,SubTaskTypeID,AppointmentStatus,LanguageID,ForcedAppointment,SameDayAsApplied,LobbyBureauID,DayNumberOfWeek,DayNumberOfMonth,AppHour,Attempts,Reschedules,NoShows
44609,162,209,1,1,0,0.0,1,5.0,27.0,10,0.0,0.0,0.0
44610,162,209,1,1,0,1.0,7,1.0,25.0,14,0.0,0.0,0.0
44611,162,209,1,1,1,1.0,6,3.0,26.0,14,0.0,0.0,0.0
44612,162,209,1,1,0,0.0,1,2.0,9.0,10,0.0,1.0,0.0
44613,162,210,1,1,0,0.0,4,2.0,17.0,8,0.0,0.0,0.0
44614,162,210,1,1,0,0.0,2,3.0,7.0,13,1.0,0.0,0.0
44615,162,209,1,1,0,0.0,5,5.0,22.0,13,0.0,0.0,0.0
44616,162,209,0,1,0,0.0,1,4.0,30.0,13,0.0,0.0,1.0
44617,162,209,0,1,0,0.0,1,1.0,23.0,14,0.0,0.0,1.0
44619,162,210,1,1,0,0.0,6,5.0,31.0,9,0.0,0.0,0.0
44620,162,209,1,1,0,0.0,1,1.0,11.0,13,0.0,0.0,0.0
44621,162,209,1,1,0,0.0,2,2.0,26.0,8,0.0,0.0,0.0
44622,162,209,1,1,0,0.0,2,2.0,4.0,13,0.0,0.0,0.0
44623,162,209,1,1,0,0.0,5,4.0,8.0,9,0.0,0.0,0.0
44624,162,210,1,1,0,0.0,2,2.0,13.0,13,1.0,0.0,0.0
44626,162,209,0,1,0,0.0,2,3.0,28.0,13,0.0,0.0,1.0
44627,162,210,0,1,0,0.0,2,5.0,28.0,13,2.0,0.0,1.0
44629,162,209,1,1,0,0.0,6,3.0,19.0,8,0.0,0.0,0.0
44630,162,209,0,1,0,0.0,1,5.0,3.0,8,0.0,0.0,1.0
44631,162,209,1,1,0,0.0,7,5.0,17.0,13,0.0,0.0,0.0
44632,162,209,1,1,0,0.0,5,1.0,1.0,14,0.0,0.0,0.0
44633,162,209,0,1,0,0.0,5,4.0,13.0,14,0.0,0.0,1.0
44636,162,210,1,1,0,0.0,2,4.0,1.0,8,2.0,0.0,0.0
44637,162,210,1,8,0,0.0,2,5.0,2.0,8,1.0,0.0,0.0
44638,162,210,0,1,0,0.0,2,2.0,25.0,13,1.0,0.0,1.0
44639,162,210,1,1,0,0.0,2,2.0,11.0,15,1.0,0.0,1.0
44643,162,209,1,1,0,0.0,7,4.0,20.0,9,0.0,1.0,1.0
44644,162,209,1,1,0,0.0,7,4.0,20.0,14,0.0,1.0,0.0
44645,162,209,1,1,0,0.0,1,4.0,4.0,14,0.0,0.0,0.0
44646,162,209,1,1,0,0.0,5,4.0,28.0,13,0.0,0.0,0.0
44647,162,210,1,1,0,0.0,2,4.0,30.0,7,1.0,0.0,0.0
44648,162,209,1,1,0,0.0,5,3.0,3.0,13,0.0,0.0,0.0
44649,162,209,1,1,0,0.0,1,5.0,8.0,12,0.0,0.0,0.0
44650,162,210,1,1,0,0.0,2,2.0,27.0,15,1.0,0.0,0.0
44651,162,209,0,1,0,0.0,1,4.0,8.0,14,0.0,0.0,1.0
44653,162,210,0,1,0,0.0,2,5.0,13.0,8,0.0,0.0,1.0
44654,162,209,1,1,0,0.0,3,1.0,11.0,8,0.0,0.0,0.0
44655,162,210,0,1,0,0.0,2,2.0,4.0,10,3.0,0.0,1.0
44656,162,209,1,8,0,0.0,3,2.0,7.0,14,0.0,0.0,0.0
44658,162,209,1,1,0,0.0,5,4.0,6.0,13,0.0,0.0,0.0
44659,162,209,1,1,0,0.0,8,3.0,14.0,9,0.0,0.0,0.0
44660,162,209,1,1,0,0.0,4,4.0,18.0,8,0.0,0.0,0.0
44661,162,209,1,1,0,0.0,7,5.0,14.0,14,0.0,0.0,0.0
44662,162,210,0,1,0,0.0,2,2.0,24.0,7,2.0,0.0,1.0
44663,162,209,1,1,0,0.0,8,4.0,20.0,8,0.0,0.0,0.0
44664,162,210,1,1,0,0.0,2,4.0,26.0,10,1.0,0.0,0.0
44666,162,210,1,1,0,0.0,2,1.0,29.0,8,1.0,0.0,0.0
44669,162,210,1,1,0,0.0,2,2.0,14.0,14,1.0,1.0,1.0
44670,162,209,1,1,0,0.0,1,3.0,8.0,10,0.0,0.0,0.0
44671,162,210,1,1,0,0.0,2,4.0,28.0,13,0.0,0.0,1.0
44672,162,209,1,27,0,0.0,4,3.0,15.0,14,0.0,0.0,0.0
44674,162,209,1,1,1,0.0,7,1.0,6.0,8,0.0,0.0,0.0
44675,162,210,1,1,0,0.0,4,4.0,29.0,9,1.0,1.0,0.0
44678,162,210,0,1,0,0.0,2,3.0,5.0,14,2.0,0.0,1.0
44679,162,209,0,2,0,0.0,6,5.0,3.0,8,0.0,0.0,1.0
44680,162,210,1,1,0,0.0,2,5.0,22.0,13,0.0,1.0,0.0
44681,162,210,1,1,0,0.0,2,5.0,31.0,8,1.0,0.0,0.0
44682,162,209,0,1,0,0.0,1,1.0,20.0,13,0.0,0.0,1.0
44684,162,209,1,1,0,0.0,6,5.0,12.0,14,0.0,0.0,0.0
44685,162,210,1,16,0,0.0,7,3.0,25.0,11,1.0,1.0,0.0
44686,162,209,1,8,0,0.0,5,1.0,9.0,8,0.0,0.0,0.0
44687,162,209,0,1,0,0.0,2,5.0,3.0,13,0.0,0.0,1.0
44688,162,209,0,1,0,0.0,4,4.0,2.0,13,0.0,1.0,2.0
44689,162,209,1,1,0,0.0,7,4.0,9.0,13,0.0,1.0,0.0
44691,162,209,1,1,0,0.0,5,1.0,10.0,9,0.0,0.0,0.0
44692,162,209,1,1,0,0.0,7,1.0,22.0,8,0.0,0.0,0.0
44694,162,209,1,1,0,0.0,1,3.0,20.0,13,0.0,0.0,0.0
44695,162,210,1,1,0,0.0,7,1.0,24.0,13,1.0,0.0,0.0
44696,162,210,0,1,0,0.0,2,1.0,1.0,7,2.0,0.0,1.0
44697,162,210,1,1,0,0.0,7,2.0,4.0,9,1.0,0.0,0.0
44699,162,210,1,1,0,0.0,2,5.0,5.0,8,1.0,0.0,0.0
44700,162,210,1,1,0,0.0,2,3.0,7.0,10,1.0,0.0,0.0
44701,162,209,1,1,0,0.0,5,1.0,25.0,14,0.0,2.0,2.0
44702,162,210,1,1,0,1.0,2,2.0,14.0,14,1.0,0.0,0.0
44705,162,210,1,1,0,0.0,5,2.0,2.0,8,1.0,0.0,0.0
44706,162,209,1,1,0,0.0,5,1.0,1.0,9,0.0,0.0,0.0
44707,162,209,1,1,0,0.0,1,2.0,30.0,10,0.0,0.0,0.0
44709,162,210,0,1,0,0.0,2,2.0,6.0,8,2.0,0.0,1.0
44710,162,209,0,1,0,0.0,2,4.0,12.0,8,0.0,0.0,1.0
44711,162,209,1,1,0,0.0,8,4.0,12.0,13,0.0,0.0,0.0
44715,162,210,0,1,0,0.0,7,2.0,3.0,11,0.0,0.0,1.0
44716,162,210,1,1,0,0.0,7,2.0,19.0,11,0.0,0.0,0.0
44717,162,210,1,1,0,0.0,2,4.0,9.0,14,1.0,0.0,0.0
44718,162,210,1,1,0,0.0,5,2.0,31.0,13,1.0,0.0,0.0
44719,162,210,1,1,0,0.0,2,2.0,28.0,14,1.0,0.0,0.0
44720,162,209,0,1,0,0.0,6,2.0,3.0,13,0.0,0.0,1.0
44721,162,209,1,1,0,0.0,5,3.0,13.0,11,0.0,0.0,0.0
44722,162,209,1,1,0,0.0,7,1.0,15.0,9,0.0,1.0,0.0
44723,162,209,0,1,0,0.0,2,2.0,3.0,14,0.0,0.0,1.0
44724,162,209,1,1,0,0.0,1,2.0,13.0,10,0.0,1.0,0.0
44725,162,209,1,1,0,0.0,1,2.0,26.0,14,0.0,0.0,0.0
44726,162,209,1,8,0,0.0,2,2.0,31.0,13,0.0,0.0,0.0
44727,162,209,1,1,0,0.0,7,2.0,31.0,11,0.0,0.0,0.0
44728,162,210,1,1,0,0.0,3,4.0,30.0,13,2.0,0.0,0.0
44731,162,210,1,18,0,0.0,7,3.0,5.0,9,0.0,2.0,1.0
44733,162,209,0,1,0,0.0,4,4.0,12.0,8,0.0,1.0,2.0
44735,162,209,0,8,0,0.0,7,2.0,24.0,8,0.0,1.0,1.0
44736,162,210,1,1,0,0.0,6,2.0,10.0,11,0.0,0.0,0.0
44737,162,210,1,1,0,0.0,2,4.0,4.0,14,1.0,0.0,0.0
44738,162,210,1,1,0,0.0,2,3.0,18.0,8,0.0,0.0,0.0
44739,162,209,0,1,0,0.0,1,2.0,3.0,14,0.0,0.0,1.0
44740,162,209,1,8,0,0.0,7,3.0,22.0,13,0.0,0.0,0.0
44742,162,210,1,1,0,0.0,2,2.0,2.0,12,2.0,0.0,0.0
44743,162,210,1,1,0,0.0,2,5.0,31.0,13,1.0,0.0,0.0
44744,162,209,1,9,0,0.0,7,1.0,26.0,9,0.0,1.0,1.0
44746,162,209,1,1,0,0.0,2,5.0,17.0,10,0.0,0.0,0.0
44748,162,209,1,1,0,1.0,1,2.0,27.0,12,0.0,0.0,0.0
44749,162,209,1,1,0,0.0,3,5.0,2.0,9,0.0,1.0,1.0
44750,162,210,1,1,0,0.0,2,3.0,28.0,15,1.0,0.0,0.0
44751,162,210,0,1,0,0.0,7,4.0,9.0,8,1.0,0.0,1.0
44752,162,209,1,1,1,0.0,1,5.0,27.0,9,0.0,1.0,0.0
44756,162,209,0,1,0,0.0,1,1.0,20.0,13,0.0,0.0,1.0
44757,162,210,1,1,0,0.0,2,2.0,23.0,7,1.0,1.0,0.0
44761,162,209,1,1,0,0.0,7,3.0,5.0,9,0.0,0.0,0.0
44762,162,209,0,1,0,0.0,4,2.0,26.0,9,0.0,1.0,2.0
44765,162,209,0,1,0,0.0,1,5.0,7.0,12,0.0,1.0,2.0
44766,162,209,1,1,0,0.0,1,1.0,19.0,8,0.0,0.0,0.0
44768,162,210,0,1,0,0.0,7,5.0,6.0,14,0.0,0.0,1.0
44769,162,209,1,1,0,1.0,1,1.0,3.0,14,0.0,0.0,0.0
44770,162,210,1,1,0,0.0,2,4.0,8.0,13,1.0,0.0,0.0
44771,162,209,1,1,0,0.0,7,4.0,16.0,14,0.0,0.0,0.0
44772,162,209,1,1,0,0.0,6,2.0,26.0,14,0.0,0.0,0.0
44773,162,209,1,1,0,0.0,6,4.0,21.0,9,0.0,0.0,0.0
44774,162,209,1,1,0,0.0,8,3.0,28.0,8,0.0,0.0,0.0
44775,162,210,1,1,0,0.0,2,2.0,31.0,8,1.0,0.0,0.0
44776,162,209,1,1,0,0.0,5,4.0,23.0,14,0.0,0.0,0.0
44777,162,209,0,1,0,0.0,2,5.0,5.0,13,0.0,0.0,1.0
44778,162,210,0,1,0,0.0,2,2.0,9.0,8,2.0,0.0,1.0
44780,162,209,1,1,0,0.0,4,5.0,8.0,9,0.0,0.0,0.0
44781,162,209,1,16,0,0.0,7,2.0,23.0,14,0.0,0.0,0.0
44782,162,209,0,1,0,0.0,1,5.0,26.0,8,0.0,1.0,2.0
44783,162,210,1,1,0,0.0,2,4.0,6.0,10,1.0,0.0,0.0
44784,162,209,0,1,0,0.0,1,5.0,17.0,12,0.0,0.0,1.0
44786,162,210,1,1,0,1.0,2,2.0,4.0,13,1.0,0.0,0.0
44788,162,209,1,7,0,0.0,4,4.0,25.0,8,0.0,0.0,0.0
44789,162,210,1,1,0,0.0,2,2.0,25.0,14,2.0,0.0,0.0
44790,162,209,1,1,0,0.0,1,3.0,5.0,13,0.0,0.0,0.0
44791,162,210,1,1,0,0.0,2,4.0,29.0,8,1.0,0.0,0.0
44792,162,209,1,1,0,0.0,1,2.0,14.0,12,0.0,0.0,0.0
44796,162,209,1,1,0,0.0,1,5.0,3.0,12,0.0,1.0,0.0
44797,162,210,0,1,0,0.0,7,2.0,21.0,8,1.0,0.0,1.0
44798,162,210,1,1,0,0.0,3,3.0,24.0,9,1.0,1.0,1.0
44799,162,210,0,1,0,0.0,6,1.0,2.0,8,0.0,0.0,1.0
44801,162,210,1,1,0,0.0,2,3.0,7.0,13,1.0,3.0,1.0
44802,162,210,1,1,0,0.0,7,2.0,4.0,8,1.0,0.0,0.0
44803,162,210,1,7,0,0.0,2,1.0,24.0,8,1.0,1.0,0.0
44804,162,209,1,1,0,0.0,1,1.0,18.0,9,0.0,0.0,0.0
44805,162,210,1,1,0,0.0,2,4.0,27.0,7,1.0,0.0,0.0
44806,162,209,1,1,0,0.0,1,3.0,3.0,9,0.0,0.0,0.0
44807,162,209,1,1,0,0.0,4,3.0,24.0,13,0.0,0.0,0.0
44808,162,210,1,1,0,0.0,2,5.0,2.0,14,1.0,0.0,0.0
44809,162,209,1,1,0,0.0,1,4.0,5.0,14,0.0,0.0,0.0
44810,162,209,1,1,0,0.0,2,4.0,27.0,13,0.0,0.0,0.0
44811,162,210,1,1,0,0.0,2,1.0,15.0,8,1.0,0.0,0.0
44813,162,209,1,1,0,0.0,1,1.0,19.0,8,0.0,0.0,0.0
44816,162,209,1,13,0,0.0,3,1.0,9.0,9,0.0,0.0,0.0
44817,162,210,0,1,0,0.0,2,5.0,21.0,14,2.0,0.0,1.0
44818,162,209,1,1,1,0.0,7,5.0,22.0,8,0.0,0.0,0.0
44819,162,209,1,1,0,0.0,1,1.0,30.0,10,0.0,0.0,0.0
44821,162,210,1,1,0,0.0,7,4.0,14.0,13,0.0,0.0,0.0
44822,162,209,1,1,0,0.0,4,4.0,5.0,13,0.0,0.0,0.0
44823,162,210,1,1,0,0.0,2,5.0,12.0,15,1.0,0.0,0.0
44824,162,209,1,11,0,0.0,3,3.0,11.0,9,0.0,0.0,0.0
44825,162,211,1,1,0,0.0,6,3.0,5.0,9,0.0,0.0,0.0
44828,162,209,1,1,0,0.0,4,3.0,28.0,8,0.0,0.0,0.0
44829,162,210,1,8,0,0.0,5,3.0,13.0,13,0.0,0.0,0.0
44830,162,209,0,1,0,0.0,1,3.0,21.0,12,0.0,0.0,1.0
44831,162,210,0,1,0,0.0,7,3.0,29.0,8,2.0,0.0,1.0
44834,162,209,0,1,0,0.0,3,1.0,2.0,8,0.0,0.0,1.0
44835,162,209,1,8,0,0.0,7,5.0,2.0,14,0.0,0.0,0.0
44836,162,209,1,1,0,0.0,5,4.0,11.0,8,0.0,0.0,0.0
44837,162,209,1,1,0,0.0,7,2.0,2.0,9,0.0,1.0,1.0
44838,162,209,0,1,0,0.0,1,4.0,19.0,14,0.0,0.0,1.0
44839,162,209,1,1,0,1.0,7,2.0,4.0,14,0.0,0.0,0.0
44840,162,209,1,27,0,0.0,1,4.0,6.0,15,0.0,2.0,0.0
44841,162,209,1,1,0,0.0,2,1.0,15.0,8,0.0,0.0,0.0
44842,162,209,1,1,0,0.0,1,3.0,13.0,10,0.0,0.0,0.0
44843,162,210,1,1,0,0.0,6,1.0,27.0,8,1.0,0.0,0.0
44844,162,209,1,1,0,0.0,3,5.0,16.0,13,0.0,0.0,0.0
44845,162,209,0,1,0,0.0,5,5.0,14.0,13,0.0,0.0,1.0
44846,162,209,0,1,0,0.0,1,4.0,8.0,12,0.0,0.0,1.0
44849,162,209,0,1,0,0.0,3,2.0,27.0,13,0.0,0.0,1.0
44850,162,209,1,1,0,0.0,1,2.0,2.0,10,0.0,1.0,0.0
44851,162,209,1,1,0,0.0,1,2.0,26.0,12,0.0,0.0,0.0
44852,162,210,1,1,0,0.0,2,4.0,28.0,8,0.0,0.0,0.0
44853,162,210,0,1,0,0.0,2,2.0,25.0,7,2.0,0.0,1.0
44854,162,210,1,1,0,0.0,2,1.0,22.0,8,1.0,0.0,0.0
44856,162,210,1,1,0,0.0,7,3.0,18.0,9,0.0,0.0,0.0
44858,162,209,1,1,0,0.0,4,2.0,13.0,9,0.0,0.0,0.0
44859,162,210,1,1,0,0.0,3,1.0,22.0,9,1.0,0.0,0.0
44860,162,209,1,1,0,1.0,5,5.0,26.0,14,0.0,0.0,0.0
44862,162,210,0,1,0,0.0,2,4.0,30.0,8,2.0,0.0,1.0
44864,162,210,1,1,0,0.0,7,4.0,12.0,14,0.0,0.0,0.0
44865,162,210,1,1,0,0.0,7,4.0,8.0,8,1.0,0.0,0.0
44866,162,209,1,1,1,0.0,1,3.0,29.0,14,0.0,1.0,1.0
44867,162,209,1,1,1,0.0,2,2.0,24.0,8,0.0,1.0,0.0
44868,162,210,1,1,0,0.0,5,2.0,21.0,8,1.0,0.0,0.0
44869,162,209,0,1,0,0.0,5,4.0,9.0,13,0.0,0.0,1.0
44870,162,210,1,1,0,0.0,2,5.0,3.0,8,1.0,0.0,0.0
44871,162,209,0,1,0,0.0,5,5.0,12.0,8,0.0,0.0,1.0
44872,162,209,1,1,0,0.0,1,4.0,12.0,8,0.0,0.0,0.0
44873,162,209,1,1,0,0.0,2,4.0,9.0,8,0.0,0.0,0.0
44874,162,210,0,1,0,0.0,2,4.0,14.0,12,0.0,0.0,1.0
44875,162,209,1,1,0,0.0,1,4.0,5.0,8,0.0,1.0,0.0
44876,162,209,1,1,0,0.0,3,3.0,5.0,8,0.0,0.0,0.0
44878,162,209,1,1,0,1.0,4,4.0,25.0,13,0.0,0.0,0.0
44879,162,210,1,1,0,0.0,2,2.0,10.0,15,0.0,1.0,0.0
44880,162,210,1,1,0,0.0,2,3.0,5.0,10,1.0,1.0,0.0
44882,162,209,1,16,0,0.0,1,3.0,8.0,8,0.0,0.0,0.0
44883,162,209,1,8,0,0.0,7,5.0,6.0,8,0.0,0.0,0.0
44884,162,209,1,1,0,0.0,1,4.0,11.0,9,0.0,0.0,0.0
44885,162,210,1,1,0,0.0,2,2.0,7.0,14,1.0,0.0,0.0
44886,162,209,1,1,0,0.0,5,2.0,10.0,14,0.0,0.0,0.0
44888,162,209,1,1,0,0.0,8,1.0,23.0,9,0.0,0.0,0.0
44889,162,210,1,1,0,0.0,2,1.0,16.0,13,0.0,1.0,1.0
44890,162,210,1,1,0,0.0,2,2.0,2.0,10,1.0,0.0,1.0
44891,162,210,1,1,0,0.0,2,2.0,26.0,7,0.0,0.0,0.0
44892,162,209,1,1,0,0.0,5,4.0,14.0,13,0.0,0.0,0.0
44893,162,209,0,1,0,0.0,1,3.0,24.0,13,0.0,1.0,2.0
44896,162,209,1,1,0,0.0,7,3.0,13.0,13,0.0,0.0,0.0
44897,162,209,1,1,0,0.0,6,1.0,3.0,9,0.0,0.0,0.0
44898,162,209,1,1,0,0.0,4,5.0,12.0,9,0.0,0.0,0.0
44900,162,209,1,1,0,0.0,3,3.0,12.0,14,0.0,0.0,0.0
44901,162,210,1,1,0,0.0,3,3.0,14.0,9,2.0,0.0,0.0
44902,162,209,1,1,0,0.0,1,4.0,13.0,10,0.0,0.0,0.0
44903,162,210,1,1,0,0.0,2,5.0,15.0,8,0.0,0.0,0.0
44905,162,209,1,1,0,0.0,2,2.0,19.0,10,0.0,1.0,0.0
44906,162,209,1,1,0,0.0,5,2.0,4.0,14,0.0,0.0,0.0
44907,162,209,1,8,0,0.0,3,1.0,30.0,14,0.0,1.0,0.0
44908,162,210,0,1,0,0.0,2,3.0,12.0,8,2.0,0.0,1.0
44909,162,209,1,1,0,0.0,1,3.0,8.0,10,0.0,0.0,0.0
44910,162,209,1,1,0,0.0,1,1.0,3.0,15,0.0,0.0,0.0
44911,162,210,1,1,0,0.0,2,2.0,4.0,9,1.0,0.0,0.0
44912,162,210,0,1,0,0.0,2,4.0,29.0,14,2.0,0.0,2.0
44913,162,209,1,1,0,0.0,4,2.0,16.0,8,0.0,0.0,0.0
44914,162,209,1,1,0,0.0,1,4.0,30.0,13,0.0,0.0,0.0
44915,162,210,1,1,0,0.0,7,2.0,4.0,9,1.0,0.0,0.0
44920,162,209,1,1,0,0.0,1,3.0,29.0,8,0.0,0.0,0.0
44921,162,209,1,1,0,0.0,7,3.0,22.0,13,0.0,1.0,1.0
44922,162,209,1,1,0,0.0,6,4.0,11.0,13,0.0,0.0,0.0
44924,162,209,1,1,0,0.0,5,5.0,10.0,13,0.0,0.0,0.0
44925,162,210,0,1,0,0.0,6,3.0,17.0,13,2.0,0.0,1.0
44926,162,210,1,1,0,0.0,2,5.0,12.0,14,2.0,0.0,0.0
44927,162,209,1,1,0,0.0,4,2.0,9.0,14,0.0,0.0,0.0
44929,162,210,1,1,0,0.0,2,4.0,2.0,12,1.0,0.0,0.0
44930,162,209,1,8,0,0.0,7,4.0,6.0,9,0.0,0.0,1.0
44931,162,210,0,16,0,0.0,6,3.0,31.0,11,2.0,0.0,1.0
44932,162,209,0,1,0,0.0,3,5.0,26.0,13,0.0,0.0,1.0
44933,162,209,0,1,0,0.0,1,4.0,1.0,14,0.0,0.0,1.0
44934,162,209,0,1,0,0.0,1,2.0,31.0,14,0.0,0.0,1.0
44936,162,210,1,1,0,0.0,2,1.0,25.0,10,0.0,1.0,0.0
44937,162,209,1,1,0,0.0,4,4.0,18.0,14,0.0,0.0,0.0
44940,162,209,0,8,0,0.0,5,1.0,25.0,14,0.0,0.0,1.0
44941,162,209,1,1,0,0.0,5,1.0,20.0,9,0.0,1.0,1.0
44942,162,209,1,36,0,0.0,2,4.0,29.0,8,0.0,0.0,0.0
44943,162,210,1,1,0,0.0,2,4.0,6.0,10,1.0,0.0,0.0
44945,162,210,1,1,0,0.0,2,3.0,3.0,12,1.0,0.0,0.0
44946,162,210,0,1,1,0.0,7,5.0,16.0,9,0.0,0.0,2.0
44948,162,210,1,1,0,0.0,2,1.0,9.0,8,0.0,0.0,0.0
44949,162,210,1,1,0,0.0,2,4.0,14.0,8,0.0,0.0,0.0
44951,162,210,1,1,0,0.0,2,4.0,26.0,7,1.0,0.0,1.0
44952,162,209,0,1,0,0.0,1,5.0,7.0,12,0.0,0.0,1.0
44953,162,209,0,1,0,0.0,2,5.0,7.0,10,0.0,0.0,1.0
44955,162,209,1,6,0,0.0,3,2.0,26.0,9,0.0,0.0,0.0
44959,162,210,0,1,0,0.0,7,2.0,27.0,8,2.0,0.0,1.0
44960,162,209,1,1,0,0.0,1,4.0,16.0,8,0.0,0.0,0.0
44961,162,210,0,1,0,0.0,2,1.0,16.0,12,0.0,0.0,1.0
44962,162,210,1,1,0,0.0,6,2.0,3.0,8,0.0,0.0,0.0
44963,162,209,1,1,0,0.0,7,3.0,20.0,13,0.0,0.0,0.0
44965,162,210,0,1,0,0.0,2,5.0,20.0,14,0.0,0.0,1.0
44966,162,209,0,1,0,1.0,7,5.0,28.0,14,0.0,0.0,1.0
44967,162,209,1,1,0,0.0,4,3.0,19.0,8,0.0,0.0,0.0
44968,162,209,1,1,0,0.0,5,5.0,31.0,14,0.0,0.0,0.0
44969,162,210,1,1,0,0.0,2,2.0,4.0,15,1.0,0.0,0.0
44970,162,209,1,1,0,0.0,5,4.0,9.0,14,0.0,0.0,0.0
44971,162,209,0,1,0,0.0,1,2.0,26.0,10,0.0,6.0,4.0
44972,162,210,1,1,0,0.0,2,5.0,7.0,7,1.0,0.0,0.0
44973,162,210,1,1,0,0.0,2,5.0,21.0,14,1.0,0.0,0.0
44974,162,209,1,1,0,0.0,1,5.0,29.0,14,0.0,0.0,0.0
44975,162,210,1,1,0,0.0,2,4.0,29.0,14,1.0,0.0,0.0
44976,162,209,0,1,1,0.0,7,5.0,9.0,8,0.0,0.0,1.0
44977,162,209,1,8,0,0.0,7,5.0,10.0,9,0.0,0.0,0.0
44978,162,209,0,1,0,0.0,1,1.0,1.0,12,0.0,0.0,1.0
44979,162,209,1,1,0,1.0,8,3.0,20.0,14,0.0,0.0,0.0
44982,162,210,1,1,0,0.0,2,2.0,28.0,8,1.0,0.0,0.0
44983,162,209,1,1,0,0.0,5,3.0,10.0,13,0.0,0.0,0.0
44984,162,210,1,1,0,0.0,7,5.0,31.0,14,1.0,0.0,0.0
44985,162,209,1,8,0,0.0,2,5.0,28.0,10,0.0,0.0,0.0
44986,162,209,0,1,0,0.0,1,4.0,5.0,13,0.0,1.0,1.0
44987,162,209,1,1,0,0.0,1,1.0,2.0,9,0.0,0.0,0.0
44988,162,210,1,1,0,0.0,2,5.0,28.0,14,1.0,0.0,0.0
44989,162,211,1,1,0,0.0,4,5.0,14.0,9,0.0,0.0,0.0
44990,162,210,1,1,0,0.0,2,1.0,11.0,8,0.0,0.0,0.0
44992,162,209,1,3,0,0.0,7,1.0,16.0,13,0.0,0.0,0.0
44993,162,209,1,1,0,0.0,1,3.0,1.0,14,0.0,0.0,0.0
44994,162,209,1,1,0,0.0,7,4.0,20.0,13,0.0,0.0,0.0
44995,162,209,1,1,0,0.0,6,2.0,13.0,14,0.0,0.0,0.0
44996,162,209,1,1,0,0.0,1,4.0,2.0,8,0.0,0.0,0.0
44997,162,210,1,1,0,0.0,2,5.0,31.0,14,1.0,0.0,0.0
44998,162,209,1,1,0,0.0,3,3.0,7.0,8,0.0,0.0,0.0
44999,162,210,1,1,0,0.0,2,4.0,15.0,8,1.0,0.0,0.0
45000,162,210,1,1,0,0.0,7,2.0,26.0,9,0.0,0.0,0.0
45001,162,210,1,1,0,0.0,2,4.0,30.0,10,1.0,0.0,0.0
45002,162,209,1,1,0,0.0,3,3.0,13.0,14,0.0,0.0,0.0
45003,162,209,1,1,0,0.0,1,4.0,1.0,12,0.0,0.0,0.0
45004,162,209,0,1,0,0.0,4,4.0,4.0,13,0.0,0.0,1.0
45007,162,210,1,1,0,0.0,2,2.0,17.0,10,0.0,1.0,0.0
45008,162,209,1,8,0,0.0,5,5.0,24.0,13,0.0,0.0,0.0
45009,162,209,0,1,0,0.0,7,2.0,30.0,14,0.0,0.0,1.0
45010,162,209,0,1,0,0.0,7,2.0,19.0,8,0.0,0.0,1.0
45011,162,210,1,1,0,0.0,2,1.0,10.0,13,1.0,0.0,0.0
45012,162,209,1,1,0,0.0,1,2.0,4.0,12,0.0,0.0,0.0
45013,162,210,0,1,0,0.0,2,5.0,19.0,8,1.0,1.0,2.0
45014,162,209,1,1,0,0.0,1,5.0,17.0,12,0.0,1.0,1.0
45015,162,209,1,1,0,0.0,1,2.0,17.0,13,0.0,0.0,0.0
45016,162,209,0,1,0,0.0,1,1.0,29.0,14,0.0,1.0,2.0
45017,162,211,1,1,0,0.0,7,4.0,28.0,9,0.0,0.0,0.0
45018,162,209,1,1,0,0.0,1,1.0,16.0,12,0.0,0.0,0.0
45019,162,210,1,1,0,0.0,8,2.0,13.0,9,1.0,1.0,1.0
45020,162,210,1,1,0,0.0,7,5.0,7.0,8,1.0,0.0,0.0
45021,162,209,1,1,0,0.0,1,4.0,27.0,12,0.0,0.0,0.0
45022,162,209,1,1,0,0.0,3,5.0,10.0,8,0.0,1.0,0.0
45023,162,210,1,8,0,0.0,7,5.0,17.0,9,1.0,0.0,0.0
45024,162,209,0,1,0,0.0,1,3.0,20.0,12,0.0,0.0,1.0
45025,162,210,1,1,0,0.0,2,2.0,26.0,8,0.0,0.0,0.0
45026,162,209,1,1,0,0.0,1,2.0,27.0,10,0.0,0.0,0.0
45027,162,210,0,1,0,0.0,2,3.0,17.0,13,2.0,0.0,1.0
45028,162,209,1,1,0,0.0,7,2.0,31.0,8,0.0,0.0,0.0
45029,162,210,1,1,0,0.0,2,5.0,7.0,13,1.0,0.0,0.0
45031,162,209,0,8,0,0.0,3,1.0,10.0,8,0.0,1.0,1.0
45032,162,210,1,1,0,0.0,2,5.0,19.0,13,1.0,0.0,0.0
45033,162,209,1,1,0,0.0,1,4.0,9.0,9,0.0,0.0,0.0
45034,162,210,1,1,0,0.0,2,5.0,7.0,13,1.0,0.0,0.0
45036,162,209,0,1,0,0.0,2,1.0,22.0,12,0.0,0.0,1.0
45037,162,210,1,1,0,0.0,2,4.0,6.0,10,1.0,0.0,0.0
45039,162,209,0,1,0,0.0,2,5.0,31.0,8,0.0,0.0,1.0
45041,162,209,1,1,0,0.0,8,4.0,13.0,9,0.0,0.0,0.0
45044,162,210,1,1,0,0.0,2,2.0,12.0,14,0.0,0.0,0.0
